"","species","x","y"
"86","Mephitis mephitis",-101.153764,29.520897
"87","Mephitis mephitis",-106.890707,33.804755
"88","Mephitis mephitis",-119.797061,34.426104
"89","Mephitis mephitis",-119.705163,39.126813
"90","Mephitis mephitis",-122.26632,37.800544
"91","Mephitis mephitis",-118.454421,34.377326
"92","Mephitis mephitis",-99.668333,30.9635
"93","Mephitis mephitis",-97.803334,30.348333
"94","Mephitis mephitis",-72.386969,43.67681
"95","Mephitis mephitis",-122.288018,37.878306
"96","Mephitis mephitis",-97.803334,30.351
"97","Mephitis mephitis",-103.825501,30.527525
"98","Mephitis mephitis",-106.848135,33.914232
"99","Mephitis mephitis",-98.567612,29.550257
"100","Mephitis mephitis",-123.466469,38.722155
"101","Mephitis mephitis",-122.991943,37.999734
"102","Mephitis mephitis",-97.802667,30.350833
"103","Mephitis mephitis",-118.269246,34.123834
"104","Mephitis mephitis",-118.231374,34.073627
"105","Mephitis mephitis",-97.802667,30.351166
"106","Mephitis mephitis",-119.50126,34.385837
"107","Mephitis mephitis",-122.244333,37.860167
"108","Mephitis mephitis",-72.588778,43.852963
"109","Mephitis mephitis",-118.257667,34.097667
"110","Mephitis mephitis",-118.332282,34.070252
"111","Mephitis mephitis",-118.273196,34.115713
"112","Mephitis mephitis",-122.314801,37.52811
"113","Mephitis mephitis",-118.944823,34.576064
"114","Mephitis mephitis",-72.257669,41.811464
"115","Mephitis mephitis",-89.209,37.388333
"116","Mephitis mephitis",-98.114637,30.198748
"117","Mephitis mephitis",-123.435602,39.060516
"118","Mephitis mephitis",-98.657868,38.489247
"119","Mephitis mephitis",-75.024896,39.546504
"120","Mephitis mephitis",-122.423342,37.723313
"121","Mephitis mephitis",-73.175018,44.014313
"122","Mephitis mephitis",-98.137178,30.205897
"123","Mephitis mephitis",-119.254143,34.305994
"124","Mephitis mephitis",-72.5155,43.705167
"125","Mephitis mephitis",-96.8997,31.6412
"126","Mephitis mephitis",-122.399833,37.757167
"127","Mephitis mephitis",-80.297763,36.874059
"128","Mephitis mephitis",-106.381887,35.12327
"129","Mephitis mephitis",-72.539167,43.8265
"130","Mephitis mephitis",-106.385854,35.125899
"131","Mephitis mephitis",-122.321788,37.590627
"132","Mephitis mephitis",-89.342022,37.132472
"133","Mephitis mephitis",-73.215208,43.89981
"134","Mephitis mephitis",-73.177394,44.019471
"135","Mephitis mephitis",-98.031791,30.129689
"136","Mephitis mephitis",-97.64524,30.220805
"137","Mephitis mephitis",-100.287103,36.199578
"138","Mephitis mephitis",-97.801928,30.350698
"139","Mephitis mephitis",-73.003488,44.594999
"140","Mephitis mephitis",-78.12387,38.979636
"141","Mephitis mephitis",-122.314802,37.482943
"142","Mephitis mephitis",-93.42281,47.50882
"143","Mephitis mephitis",-81.60762,41.142654
"144","Mephitis mephitis",-117.555835,33.632326
"145","Mephitis mephitis",-122.964833,38.1865
"146","Mephitis mephitis",-99.52846,30.15135
"147","Mephitis mephitis",-97.729932,30.388051
"148","Mephitis mephitis",-98.0684,30.2706
"149","Mephitis mephitis",-97.74505,29.72599
"150","Mephitis mephitis",-106.573118,48.447881
"151","Mephitis mephitis",-122.34472,37.509967
"152","Mephitis mephitis",-122.494379,37.514293
"153","Mephitis mephitis",-117.157255,32.715329
"154","Mephitis mephitis",-121.427833,38.552667
"155","Mephitis mephitis",-70.994097,42.894942
"156","Mephitis mephitis",-122.960916,38.325313
"157","Mephitis mephitis",-122.880428,38.580752
"158","Mephitis mephitis",-81.355066,41.060421
"159","Mephitis mephitis",-81.455667,41.092167
"160","Mephitis mephitis",-121.532914,37.485055
"161","Mephitis mephitis",-122.65992,38.453831
"162","Mephitis mephitis",-75.136266,40.131623
"163","Mephitis mephitis",-81.570611,41.282446
"164","Mephitis mephitis",-121.918866,37.190932
"165","Mephitis mephitis",-73.370068,44.130413
"166","Mephitis mephitis",-88.953381,37.408755
"167","Mephitis mephitis",-73.874677,40.853269
"168","Mephitis mephitis",-111.940727,40.941657
"169","Mephitis mephitis",-122.663612,38.62455
"170","Mephitis mephitis",-123.818933,39.369424
"171","Mephitis mephitis",-121.87048,36.966249
"172","Mephitis mephitis",-122.705382,38.581227
"173","Mephitis mephitis",-122.451575,37.758522
"174","Mephitis mephitis",-77.060404,43.025902
"175","Mephitis mephitis",-120.943379,37.285267
"176","Mephitis mephitis",-73.33949,44.71399
"177","Mephitis mephitis",-97.801667,30.350666
"178","Mephitis mephitis",-98.0137,30.2958
"179","Mephitis mephitis",-72.517969,43.630542
"180","Mephitis mephitis",-122.914953,38.079082
"181","Mephitis mephitis",-106.858864,33.822369
"182","Mephitis mephitis",-97.9365,30.034167
"183","Mephitis mephitis",-94.635637,31.640512
"184","Mephitis mephitis",-72.503205,44.201563
"185","Mephitis mephitis",-98.0678,30.2696
"186","Mephitis mephitis",-99.152202,30.29797
"187","Mephitis mephitis",-94.740601,29.378585
"188","Mephitis mephitis",-97.1511,30.6253
"189","Mephitis mephitis",-98.3975,30.2946
"190","Mephitis mephitis",-98.3932,30.6748
"191","Mephitis mephitis",-98.2348,30.4924
"192","Mephitis mephitis",-98.2171,30.1929
"193","Mephitis mephitis",-98.090775,30.151909
"194","Mephitis mephitis",-98.101293,30.034719
"195","Mephitis mephitis",-97.75918,30.465188
"196","Mephitis mephitis",-99.150597,30.987642
"197","Mephitis mephitis",-72.265166,41.477965
"198","Mephitis mephitis",-122.956725,38.41256
"199","Mephitis mephitis",-92.35722,38.938072
"200","Mephitis mephitis",-70.619333,41.424
"201","Mephitis mephitis",-73.934258,40.858983
"202","Mephitis mephitis",-117.885964,33.81636
"203","Mephitis mephitis",-83.759155,42.285912
"204","Mephitis mephitis",-117.698625,33.60363
"205","Mephitis mephitis",-123.355805,43.076081
"206","Mephitis mephitis",-88.864698,37.718324
"207","Mephitis mephitis",-92.238897,47.424505
"208","Mephitis mephitis",-81.847322,36.087266
"209","Mephitis mephitis",-86.562183,40.059223
"210","Mephitis mephitis",-71.898109,41.957666
"211","Mephitis mephitis",-116.726219,33.182773
"212","Mephitis mephitis",-116.68415,33.089719
"213","Mephitis mephitis",-78.885456,42.962456
"214","Mephitis mephitis",-123.266438,39.16265
"215","Mephitis mephitis",-109.206509,31.883814
"216","Mephitis mephitis",-77.064811,39.293442
"217","Mephitis mephitis",-116.620748,33.121159
"218","Mephitis mephitis",-116.613185,33.102814
"219","Mephitis mephitis",-122.298859,38.004352
"220","Mephitis mephitis",-116.793901,33.010724
"221","Mephitis mephitis",-84.125897,42.254236
"222","Mephitis mephitis",-116.663368,33.080309
"223","Mephitis mephitis",-116.648503,33.126412
"224","Mephitis mephitis",-87.87887,35.967695
"225","Mephitis mephitis",-118.363472,33.842992
"226","Mephitis mephitis",-81.366388,38.479322
"227","Mephitis mephitis",-116.648052,33.108552
"228","Mephitis mephitis",-84.017495,42.329514
"229","Mephitis mephitis",-79.168264,40.624711
"230","Mephitis mephitis",-82.669472,40.00245
"231","Mephitis mephitis",-116.251671,46.473377
"232","Mephitis mephitis",-111.72213,40.236062
"233","Mephitis mephitis",-116.668867,33.137573
"234","Mephitis mephitis",-116.604877,33.106812
"235","Mephitis mephitis",-83.9959,40.789057
"236","Mephitis mephitis",-109.2344,31.872525
"237","Mephitis mephitis",-122.647595,45.368978
"238","Mephitis mephitis",-80.521797,35.010319
"239","Mephitis mephitis",-81.553375,41.539368
"240","Mephitis mephitis",-86.273053,43.146134
"241","Mephitis mephitis",-68.58773,47.25066
"242","Mephitis mephitis",-96.940399,32.811749
"243","Mephitis mephitis",-121.24968,38.628953
"244","Mephitis mephitis",-97.140095,35.442528
"245","Mephitis mephitis",-80.339516,41.466408
"246","Mephitis mephitis",-116.723868,33.07216
"247","Mephitis mephitis",-104.81167,39.713413
"248","Mephitis mephitis",-93.275597,36.536217
"249","Mephitis mephitis",-70.598039,42.656765
"250","Mephitis mephitis",-98.629775,29.555183
"251","Mephitis mephitis",-118.138332,34.162084
"252","Mephitis mephitis",-111.284341,47.665237
"253","Mephitis mephitis",-109.366852,45.303794
"254","Mephitis mephitis",-79.209109,35.891139
"255","Mephitis mephitis",-88.622009,35.534643
"256","Mephitis mephitis",-87.380953,46.54758
"257","Mephitis mephitis",-121.964287,37.550862
"258","Mephitis mephitis",-117.364879,33.927397
"259","Mephitis mephitis",-111.459976,36.965815
"260","Mephitis mephitis",-118.287745,34.157134
"261","Mephitis mephitis",-116.773128,33.145201
"262","Mephitis mephitis",-97.758719,30.41788
"263","Mephitis mephitis",-122.59221,45.46079
"264","Mephitis mephitis",-84.519193,42.70867
"265","Mephitis mephitis",-121.342806,37.422833
"266","Mephitis mephitis",-122.345,37.908463
"267","Mephitis mephitis",-117.507171,33.898435
"268","Mephitis mephitis",-73.999015,40.583336
"269","Mephitis mephitis",-79.903927,37.286667
"270","Mephitis mephitis",-117.814947,33.764773
"271","Mephitis mephitis",-74.767483,39.041314
"272","Mephitis mephitis",-97.605112,30.804672
"273","Mephitis mephitis",-116.769061,33.16076
"274","Mephitis mephitis",-121.950303,36.97277
"275","Mephitis mephitis",-116.677485,33.099644
"276","Mephitis mephitis",-117.986755,46.118195
"277","Mephitis mephitis",-116.676094,33.145586
"278","Mephitis mephitis",-124.047036,40.857563
"279","Mephitis mephitis",-71.208,42.123675
"280","Mephitis mephitis",-71.208412,42.123978
"281","Mephitis mephitis",-76.511452,42.518494
"282","Mephitis mephitis",-118.268773,34.031148
"283","Mephitis mephitis",-122.651763,45.471787
"284","Mephitis mephitis",-116.774395,33.117661
"285","Mephitis mephitis",-71.067919,42.781404
"286","Mephitis mephitis",-95.632112,29.719173
"287","Mephitis mephitis",-119.223001,34.440369
"288","Mephitis mephitis",-116.655202,33.197439
"289","Mephitis mephitis",-81.684783,36.219322
"290","Mephitis mephitis",-116.743685,33.049405
"291","Mephitis mephitis",-109.205686,31.883878
"292","Mephitis mephitis",-116.656462,33.134003
"293","Mephitis mephitis",-116.766199,33.100055
"294","Mephitis mephitis",-116.619564,33.142454
"295","Mephitis mephitis",-74.650015,40.216759
"296","Mephitis mephitis",-117.246862,33.87809
"297","Mephitis mephitis",-71.578138,43.354438
"298","Mephitis mephitis",-77.565975,39.117117
"299","Mephitis mephitis",-89.198144,42.436518
"300","Mephitis mephitis",-99.727484,29.570269
"301","Mephitis mephitis",-76.511505,42.518738
"302","Mephitis mephitis",-122.747878,45.5929
"303","Mephitis mephitis",-83.96551,40.287926
"304","Mephitis mephitis",-116.648854,33.126361
"305","Mephitis mephitis",-86.231665,35.344996
"306","Mephitis mephitis",-116.791796,33.012017
"307","Mephitis mephitis",-75.275992,41.397395
"308","Mephitis mephitis",-74.803063,40.436565
"309","Mephitis mephitis",-122.756636,43.913694
"310","Mephitis mephitis",-121.573924,44.496957
"311","Mephitis mephitis",-78.619598,42.892872
"312","Mephitis mephitis",-120.868562,38.74406
"313","Mephitis mephitis",-73.989063,40.656368
"314","Mephitis mephitis",-78.835547,36.100433
"315","Mephitis mephitis",-116.630074,33.141427
"316","Mephitis mephitis",-94.296712,36.181649
"317","Mephitis mephitis",-111.92952,41.234567
"318","Mephitis mephitis",-116.708799,33.180148
"319","Mephitis mephitis",-89.859987,43.339042
"320","Mephitis mephitis",-97.169883,32.725505
"321","Mephitis mephitis",-90.501625,38.728669
"322","Mephitis mephitis",-69.79812,44.309578
"323","Mephitis mephitis",-122.378565,38.167285
"324","Mephitis mephitis",-122.993387,38.569333
"325","Mephitis mephitis",-116.62733,33.129731
"326","Mephitis mephitis",-80.302079,36.231921
"327","Mephitis mephitis",-83.735345,35.672342
"328","Mephitis mephitis",-107.120339,37.324438
"329","Mephitis mephitis",-116.74889,33.037242
"330","Mephitis mephitis",-71.842031,42.854672
"331","Mephitis mephitis",-73.811845,41.086767
"332","Mephitis mephitis",-116.72353,33.165479
"333","Mephitis mephitis",-81.461963,41.52331
"334","Mephitis mephitis",-118.019792,33.966463
"335","Mephitis mephitis",-82.164642,35.29219
"336","Mephitis mephitis",-117.607679,33.643607
"337","Mephitis mephitis",-85.02526,45.283447
"338","Mephitis mephitis",-117.387995,33.92451
"339","Mephitis mephitis",-121.092266,35.540592
"340","Mephitis mephitis",-121.95877,37.230595
"341","Mephitis mephitis",-89.275464,35.050583
"342","Mephitis mephitis",-116.716762,33.158038
"343","Mephitis mephitis",-84.427324,42.687434
"344","Mephitis mephitis",-122.91697,38.520151
"345","Mephitis mephitis",-93.281503,36.541967
"346","Mephitis mephitis",-120.626792,44.161181
"347","Mephitis mephitis",-109.206578,31.883322
"348","Mephitis mephitis",-121.62925,39.767333
"349","Mephitis mephitis",-116.705863,33.148518
"350","Mephitis mephitis",-111.023776,44.083503
"351","Mephitis mephitis",-72.283287,42.926605
"352","Mephitis mephitis",-98.898885,33.305038
"353","Mephitis mephitis",-122.333734,41.88305
"354","Mephitis mephitis",-101.886855,33.50877
"355","Mephitis mephitis",-85.453117,43.83057
"356","Mephitis mephitis",-116.732313,33.194181
"357","Mephitis mephitis",-116.698056,33.18401
"358","Mephitis mephitis",-118.031089,33.751237
"359","Mephitis mephitis",-117.288825,33.09125
"360","Mephitis mephitis",-101.915594,33.527191
"361","Mephitis mephitis",-119.905872,35.911135
"362","Mephitis mephitis",-116.708327,33.028668
"363","Mephitis mephitis",-97.430917,35.214538
"364","Mephitis mephitis",-93.732811,32.613994
"365","Mephitis mephitis",-116.655247,33.110228
"366","Mephitis mephitis",-96.031472,41.212388
"367","Mephitis mephitis",-116.637569,33.177884
"368","Mephitis mephitis",-81.534222,41.235469
"369","Mephitis mephitis",-97.836887,30.211985
"370","Mephitis mephitis",-121.470413,38.57613
"371","Mephitis mephitis",-81.478523,41.211209
"372","Mephitis mephitis",-122.794428,45.433404
"373","Mephitis mephitis",-71.409811,42.767344
"374","Mephitis mephitis",-116.712524,33.022665
"375","Mephitis mephitis",-87.701622,41.982392
"376","Mephitis mephitis",-116.664472,33.111249
"377","Mephitis mephitis",-72.591362,42.861672
"378","Mephitis mephitis",-89.774794,43.291768
"379","Mephitis mephitis",-73.940288,40.852268
"380","Mephitis mephitis",-116.737593,33.157791
"381","Mephitis mephitis",-84.482708,42.743468
"382","Mephitis mephitis",-104.612653,38.310989
"383","Mephitis mephitis",-116.659492,33.014012
"384","Mephitis mephitis",-122.254555,37.826095
"385","Mephitis mephitis",-76.485428,42.444913
"386","Mephitis mephitis",-77.887461,40.799905
"387","Mephitis mephitis",-97.645372,30.863333
"388","Mephitis mephitis",-95.646247,29.77878
"389","Mephitis mephitis",-84.219385,35.997259
"390","Mephitis mephitis",-116.670849,33.09329
"391","Mephitis mephitis",-116.518986,32.703297
"392","Mephitis mephitis",-97.717685,30.981388
"393","Mephitis mephitis",-99.70409,32.695302
"394","Mephitis mephitis",-70.669535,41.523127
"395","Mephitis mephitis",-121.511299,44.466976
"396","Mephitis mephitis",-79.559036,38.264849
"397","Mephitis mephitis",-116.67236,33.020073
"398","Mephitis mephitis",-116.636939,33.101175
"399","Mephitis mephitis",-75.911083,43.310829
"400","Mephitis mephitis",-116.685613,33.071219
"401","Mephitis mephitis",-79.53271,42.219179
"402","Mephitis mephitis",-76.086236,43.075161
"403","Mephitis mephitis",-96.857492,33.052719
"404","Mephitis mephitis",-87.8621,41.977383
"405","Mephitis mephitis",-81.242047,41.157557
"406","Mephitis mephitis",-117.698538,33.603895
"407","Mephitis mephitis",-95.744909,29.79821
"408","Mephitis mephitis",-81.690173,38.290947
"409","Mephitis mephitis",-96.857462,33.052758
"410","Mephitis mephitis",-116.612722,33.030215
"411","Mephitis mephitis",-99.71402,32.462642
"412","Mephitis mephitis",-106.3117,35.166461
"413","Mephitis mephitis",-83.96555,40.287944
"414","Mephitis mephitis",-97.585181,35.581894
"415","Mephitis mephitis",-118.364303,34.018233
"416","Mephitis mephitis",-122.055411,36.964608
"417","Mephitis mephitis",-116.683087,33.116268
"418","Mephitis mephitis",-74.312674,41.018141
"419","Mephitis mephitis",-84.001771,43.531531
"420","Mephitis mephitis",-84.224822,40.045467
"421","Mephitis mephitis",-77.240967,42.869113
"422","Mephitis mephitis",-76.471192,42.437686
"423","Mephitis mephitis",-118.367839,33.98551
"424","Mephitis mephitis",-85.975432,38.132135
"425","Mephitis mephitis",-109.205338,31.883295
"426","Mephitis mephitis",-97.869932,30.216391
"427","Mephitis mephitis",-82.888778,40.119792
"428","Mephitis mephitis",-83.733362,42.290663
"429","Mephitis mephitis",-73.9338,40.8601
"430","Mephitis mephitis",-116.699359,33.12173
"431","Mephitis mephitis",-81.468722,41.250441
"432","Mephitis mephitis",-120.650046,44.174131
"433","Mephitis mephitis",-77.372501,37.328548
"434","Mephitis mephitis",-118.218867,33.836308
"435","Mephitis mephitis",-116.694965,33.175548
"436","Mephitis mephitis",-95.646072,29.77225
"437","Mephitis mephitis",-121.96235,37.409417
"438","Mephitis mephitis",-122.218917,37.317556
"439","Mephitis mephitis",-109.072414,31.978686
"440","Mephitis mephitis",-116.784834,33.140265
"441","Mephitis mephitis",-122.026762,37.987267
"442","Mephitis mephitis",-116.742835,33.16522
"443","Mephitis mephitis",-68.704256,44.628239
"444","Mephitis mephitis",-116.611923,33.133955
"445","Mephitis mephitis",-117.664742,33.94627
"446","Mephitis mephitis",-109.890698,31.891842
"447","Mephitis mephitis",-87.148506,38.983406
"448","Mephitis mephitis",-116.693058,33.111387
"449","Mephitis mephitis",-116.666348,33.001906
"450","Mephitis mephitis",-116.64088,33.110477
"451","Mephitis mephitis",-88.622004,35.534642
"452","Mephitis mephitis",-116.612358,33.106742
"453","Mephitis mephitis",-116.683877,33.139993
"454","Mephitis mephitis",-116.786385,33.174007
"455","Mephitis mephitis",-97.940472,30.473198
"456","Mephitis mephitis",-116.649088,33.116624
"457","Mephitis mephitis",-121.502611,38.574045
"458","Mephitis mephitis",-77.886924,40.79994
"459","Mephitis mephitis",-93.079373,48.48653
"460","Mephitis mephitis",-90.667748,42.50635
"461","Mephitis mephitis",-103.663543,33.371678
"462","Mephitis mephitis",-111.724315,40.2452
"463","Mephitis mephitis",-116.700466,33.06515
"464","Mephitis mephitis",-82.786227,40.035405
"465","Mephitis mephitis",-118.694418,34.1478
"466","Mephitis mephitis",-98.552728,30.477655
"467","Mephitis mephitis",-118.475945,34.178672
"468","Mephitis mephitis",-88.319778,42.008422
"469","Mephitis mephitis",-80.051467,40.192108
"470","Mephitis mephitis",-84.113871,34.942163
"471","Mephitis mephitis",-122.719925,38.45522
"472","Mephitis mephitis",-69.573275,44.550614
"473","Mephitis mephitis",-97.163063,30.122668
"474","Mephitis mephitis",-87.763017,41.976014
"475","Mephitis mephitis",-120.535096,35.097002
"476","Mephitis mephitis",-82.830575,35.506237
"477","Mephitis mephitis",-97.004433,32.6944
"478","Mephitis mephitis",-97.593418,30.938657
"479","Mephitis mephitis",-83.882404,35.957706
"480","Mephitis mephitis",-118.287886,33.960074
"481","Mephitis mephitis",-96.198692,37.373512
"482","Mephitis mephitis",-78.076931,40.379142
"483","Mephitis mephitis",-81.305383,34.986463
"484","Mephitis mephitis",-117.600827,33.57666
"485","Mephitis mephitis",-117.240826,33.240302
"486","Mephitis mephitis",-103.972385,41.70072
"487","Mephitis mephitis",-120.821972,42.855015
"488","Mephitis mephitis",-74.081567,41.74292
"489","Mephitis mephitis",-80.545168,37.11661
"490","Mephitis mephitis",-122.564599,45.403555
"491","Mephitis mephitis",-116.699026,33.071184
"492","Mephitis mephitis",-116.384556,43.473999
"493","Mephitis mephitis",-71.298646,41.461209
"494","Mephitis mephitis",-117.886293,48.877522
"495","Mephitis mephitis",-120.371505,34.865155
"496","Mephitis mephitis",-78.884498,42.962311
"497","Mephitis mephitis",-84.490961,42.722514
"498","Mephitis mephitis",-90.568806,44.257935
"499","Mephitis mephitis",-73.501549,41.655137
"500","Mephitis mephitis",-119.873125,34.409258
"501","Mephitis mephitis",-111.856983,40.559523
"502","Mephitis mephitis",-116.716027,33.004147
"503","Mephitis mephitis",-118.37902,33.840022
"504","Mephitis mephitis",-116.679371,33.112648
"505","Mephitis mephitis",-78.133756,43.018328
"506","Mephitis mephitis",-120.475233,34.657418
"507","Mephitis mephitis",-94.409755,35.357504
"508","Mephitis mephitis",-71.230632,41.920708
"509","Mephitis mephitis",-93.107959,45.322539
"510","Mephitis mephitis",-82.467304,35.541536
"511","Mephitis mephitis",-99.721992,29.490837
"512","Mephitis mephitis",-83.96558,40.287941
"513","Mephitis mephitis",-106.57735,31.812642
"514","Mephitis mephitis",-116.788668,33.16185
"515","Mephitis mephitis",-77.860001,40.793395
"516","Mephitis mephitis",-121.805113,36.686062
"517","Mephitis mephitis",-82.722153,38.429712
"518","Mephitis mephitis",-91.173033,30.415364
"519","Mephitis mephitis",-111.738606,41.875598
"520","Mephitis mephitis",-77.897492,40.79764
"521","Mephitis mephitis",-121.426628,38.587903
"522","Mephitis mephitis",-116.74882,33.157731
"523","Mephitis mephitis",-87.175454,39.875222
"524","Mephitis mephitis",-75.10315,38.720737
"525","Mephitis mephitis",-84.943008,45.365154
"526","Mephitis mephitis",-86.002254,35.536544
"527","Mephitis mephitis",-98.261685,26.097288
"528","Mephitis mephitis",-106.992069,40.474889
"529","Mephitis mephitis",-117.313639,34.007129
"530","Mephitis mephitis",-81.340332,41.151318
"531","Mephitis mephitis",-79.099822,37.277122
"532","Mephitis mephitis",-95.994806,41.243243
"533","Mephitis mephitis",-88.521127,47.103014
"534","Mephitis mephitis",-109.205217,31.883255
"535","Mephitis mephitis",-103.956618,42.672689
"536","Mephitis mephitis",-84.114856,34.941956
"537","Mephitis mephitis",-117.155014,32.823805
"538","Mephitis mephitis",-120.475166,46.602917
"539","Mephitis mephitis",-87.855828,41.772883
"540","Mephitis mephitis",-116.68607,33.011582
"541","Mephitis mephitis",-89.999048,37.955973
"542","Mephitis mephitis",-116.999128,46.4209
"543","Mephitis mephitis",-121.625828,44.472698
"544","Mephitis mephitis",-118.377652,34.104614
"545","Mephitis mephitis",-82.904067,40.117778
"546","Mephitis mephitis",-99.278558,30.655609
"547","Mephitis mephitis",-110.170194,31.607228
"548","Mephitis mephitis",-82.909486,40.138507
"549","Mephitis mephitis",-90.918473,46.580315
"550","Mephitis mephitis",-118.43331,33.995009
"551","Mephitis mephitis",-117.88598,33.816318
"552","Mephitis mephitis",-111.66233,35.19048
"553","Mephitis mephitis",-81.33941,41.141515
"554","Mephitis mephitis",-122.820783,38.416442
"555","Mephitis mephitis",-82.893339,40.155943
"556","Mephitis mephitis",-91.424936,37.81
"557","Mephitis mephitis",-70.526457,43.661841
"558","Mephitis mephitis",-122.70392,37.898647
"559","Mephitis mephitis",-120.226502,37.997413
"560","Mephitis mephitis",-116.678315,33.16508
"561","Mephitis mephitis",-82.549836,36.182181
"562","Mephitis mephitis",-81.338929,41.152728
"563","Mephitis mephitis",-89.962721,38.814814
"564","Mephitis mephitis",-98.510636,29.456781
"565","Mephitis mephitis",-122.449045,37.57083
"566","Mephitis mephitis",-118.621157,34.474204
"567","Mephitis mephitis",-121.31795,36.846407
"568","Mephitis mephitis",-121.780508,37.247076
"569","Mephitis mephitis",-97.024148,30.201429
"570","Mephitis mephitis",-117.863946,34.141153
"571","Mephitis mephitis",-84.437257,42.372632
"572","Mephitis mephitis",-81.071933,37.82196
"573","Mephitis mephitis",-122.263083,37.950192
"574","Mephitis mephitis",-121.736467,36.601362
"575","Mephitis mephitis",-77.727097,39.728633
"576","Mephitis mephitis",-122.541832,45.524435
"577","Mephitis mephitis",-105.527796,33.49128
"578","Mephitis mephitis",-118.2929,34.147389
"579","Mephitis mephitis",-118.575718,34.387738
"580","Mephitis mephitis",-71.633642,43.351717
"581","Mephitis mephitis",-71.181614,42.235278
"582","Mephitis mephitis",-98.045403,32.072552
"583","Mephitis mephitis",-89.431421,43.036502
